CategoryId,Name,Path,AvailableCount,TotalCount
3587,Akcesoria,Allegro/Kolekcje i sztuka/Kolekcje/Modelarstwo/Szkutnictwo/Akcesoria/,294,294
122383,Subwoofery,"Allegro/Elektronika/Sprzęt estradowy, studyjny i DJ-ski/Nagłośnienie/Subwoofery/",740,740
113935,Żoliborz,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale na sprzedaż/Mazowieckie/Warszawa/Żoliborz/,0,0
4741,Audio,"Allegro/Elektronika/Komputery/Akcesoria (Laptop, PC)/Przejściówki, śledzie/Przejściówki/Audio/",554,554
112901,Pow. zduńskowolski,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże na sprzedaż/Łódzkie/Pow. zduńskowolski/,0,0
90344,Zarządzanie,"Allegro/Kultura i rozrywka/Książki i Komiksy/Książki naukowe i popularnonaukowe/Biznes, nauki ekonomiczne/Zarządzanie/",6000,26620
118169,Kiełpino Górne,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy do wynajęcia/Pomorskie/Gdańsk/Kiełpino Górne/,0,0
17888,Obiekty i miejsca,Allegro/Kolekcje i sztuka/Kolekcje/Filatelistyka/Tematyczne/Religia i Papież/Obiekty i miejsca/,133,133
93150,Grecki,Allegro/Kultura i rozrywka/Książki i Komiksy/Książki do nauki języka obcego/Pozostałe/Grecki/,951,951
119303,Nowa Wieś Królewska,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Opolskie/Opole/Nowa Wieś Królewska/,0,0
18372,I (1996-2002),Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Renault/Megane/I (1996-2002)/,11,11
5361,Oczyszczanie i demakijaż,Allegro/Uroda/Pielęgnacja/Twarz/Oczyszczanie i demakijaż/,6000,36404
12699,Starlet,Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Toyota/Starlet/,0,0
252889,W123,Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Mercedes-Benz/W123/,5,5
19350,Smycze,"Allegro/Elektronika/Telefony i Akcesoria/Akcesoria GSM/Smycze, flash stickery, breloki/Smycze/",885,885
112638,Pozostałe,Allegro/Supermarket/Produkty spożywcze/Napoje i Akcesoria/Pozostałe/,832,832
118811,Pow. górowski,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Dolnośląskie/Pow. górowski/,0,0
115599,Pow. wołomiński,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy na sprzedaż/Mazowieckie/Pow. wołomiński/,1,1
79197,Dom i ogród,Allegro/Kultura i rozrywka/Książki i Komiksy/Poradniki i albumy/Dom i ogród/,6000,33931
92876,Historyczne i wojenne,Allegro/Kultura i rozrywka/Książki i Komiksy/Komiksy/Amerykańskie/Historyczne i wojenne/,360,360
116053,Sośnica,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy na sprzedaż/Śląskie/Gliwice/Sośnica/,0,0
120998,Siemianowice Śląskie,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże i miejsca postojowe do wynajęcia/Śląskie/Siemianowice Śląskie/,0,0
116579,Koniuchy,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania na sprzedaż/Kujawsko-pomorskie/Toruń/Koniuchy/,0,0
79464,"Fizyka, astronomia","Allegro/Kultura i rozrywka/Książki i Komiksy/Książki naukowe i popularnonaukowe/Fizyka, astronomia/",6000,21139
251348,Silniki i osprzęt,Allegro/Motoryzacja/Części i akcesoria motocyklowe/Części do quadów/Silniki i osprzęt/,6000,14401
16170,"IDM, Experimental, Post-techno","Allegro/Kultura i rozrywka/Muzyka/Płyty kompaktowe/Nowe brzmienia/IDM, Experimental, Post-techno/",392,392
119619,Pow. zielonogórski,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe do wynajęcia/Lubuskie/Pow. zielonogórski/,1,1
114426,Wola,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe na sprzedaż/Mazowieckie/Warszawa/Wola/,0,0
16528,Kije,Allegro/Sport i turystyka/Sporty towarzyskie i rekreacja/Nordic Walking/Kije/,2067,2067
114488,Zawady,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe na sprzedaż/Podlaskie/Białystok/Zawady/,0,0
118638,Pow. bieruńsko-lędziński,Allegro/Ogłoszenia i usługi/Nieruchomości/Pokoje do wynajęcia/Śląskie/Pow. bieruńsko-lędziński/,0,0
250172,Sensacja,Allegro/Kultura i rozrywka/Książki i Komiksy/Ebooki/Kryminał i sensacja/Sensacja/,1100,1100
90068,Klatki i kojce,Allegro/Supermarket/Artykuły dla zwierząt/Dla psów/Klatki i kojce/,1767,1767
112261,Uprzęże,Allegro/Sport i turystyka/Sporty ekstremalne/Paralotniarstwo/Uprzęże/,55,55
82259,Leżaki i leżanki,Allegro/Dom i Ogród/Ogród/Meble ogrodowe/Leżaki i leżanki/,4136,4136
113687,Pow. wołomiński,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale na sprzedaż/Mazowieckie/Pow. wołomiński/,0,0
18697,Zbiorniki wyrównawcze,Allegro/Motoryzacja/Części samochodowe/Układ chłodzenia silnika/Zbiorniki wyrównawcze/,6000,50126
117013,Tarnów,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania do wynajęcia/Małopolskie/Tarnów/,0,0
114461,Dworzysko,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe na sprzedaż/Podkarpackie/Rzeszów/Dworzysko/,0,0
46158,Pozostałe,Allegro/Dom i Ogród/Budownictwo i Akcesoria/Podłogi/Pozostałe/,6000,10309
253228,Oleje sprężarkowe,Allegro/Motoryzacja/Chemia/Płyny eksploatacyjne/Oleje sprężarkowe/,295,295
122629,"Pomocniki, wózki, stoliki","Allegro/Zdrowie/Pozostałe/Profesjonalne wyposażenie salonów/Kosmetycznych/Pomocniki, wózki, stoliki/",2385,2385
259342,Pozostałe,Allegro/Dziecko/Odzież/Odzież niemowlęca/Pozostałe/,1829,1829
257649,C2,Allegro/Elektronika/Telefony i Akcesoria/Smartfony i telefony komórkowe/Lenovo/C2/,40,40
114151,Pow. jarosławski,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe na sprzedaż/Podkarpackie/Pow. jarosławski/,0,0
119701,Pow. sokołowski,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe do wynajęcia/Mazowieckie/Pow. sokołowski/,0,0
251032,Komody,Allegro/Dom i Ogród/Meble/Pokój młodzieżowy/Komody/,5083,5083
118982,Pow. żyrardowski,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Mazowieckie/Pow. żyrardowski/,0,0
112265,Kaski,Allegro/Sport i turystyka/Sporty ekstremalne/Spadochroniarstwo/Kaski/,4,4
114512,Mały Kack,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe na sprzedaż/Pomorskie/Gdynia/Mały Kack/,0,0
50460,Pozostałe,Allegro/Kolekcje i sztuka/Kolekcje/Medale i odznaczenia/Odznaki/Pozostałe/,1018,1018
122234,Nintendo Game Boy Advance,Allegro/Elektronika/Konsole i automaty/Nintendo Game Boy Advance/,199,199
148341,Koszulki,"Allegro/Sport i turystyka/Skating, slackline/Odzież/Koszulki/",76,76
114225,Pow. będziński,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe na sprzedaż/Śląskie/Pow. będziński/,0,0
113743,Pow. suwalski,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale na sprzedaż/Podlaskie/Pow. suwalski/,0,0
114778,Pow. żagański,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki na sprzedaż/Lubuskie/Pow. żagański/,0,0
122367,Pojemnościowe,"Allegro/Elektronika/Sprzęt estradowy, studyjny i DJ-ski/Mikrofony/Przewodowe/Wokalowe/Pojemnościowe/",937,937
77738,Pozostałe,Allegro/Moda/Biżuteria i Zegarki/Akcesoria do biżuterii/Pozostałe/,3266,3266
123647,Do Ainol,Allegro/Elektronika/Komputery/Tablety/Akcesoria/Do Ainol/,1142,1142
259534,Blacharstwo i lakiernictwo,Allegro/Motoryzacja/Narzędzia i sprzęt warsztatowy/Blacharstwo i lakiernictwo/,6000,42241
116739,Pozostałe,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania na sprzedaż/Pomorskie/Pow. wejherowski/Pozostałe/,0,0
89108,Metafizyka,"Allegro/Kultura i rozrywka/Książki i Komiksy/Książki naukowe i popularnonaukowe/Filozofia, historia filozofii/Metafizyka/",304,304
260303,Piaskownice,Allegro/Dziecko/Zabawki ogrodowe/Piaskownice i zabawki do piasku/Piaskownice/,1163,1163
118827,Pow. trzebnicki,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Dolnośląskie/Pow. trzebnicki/,0,0
110141,Stepy i steppery,Allegro/Sport i turystyka/Siłownia i fitness/Trening fitness/Stepy i steppery/,2219,2219
122832,"Pokrowce, futerały","Allegro/Kultura i rozrywka/Instrumenty/Instrumenty perkusyjne/Części i akcesoria/Pokrowce, futerały/",652,652
18336,E (1984-1994),Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Opel/Kadett/E (1984-1994)/,3,3
259520,Pozostałe,Allegro/Kolekcje i sztuka/Rękodzieło/Przedmioty ręcznie wykonane/Tekstylia/Pozostałe/,133,133
46663,Pozostałe,Allegro/Elektronika/Fotografia/Akcesoria fotograficzne/Filmy i klisze/Akcesoria archiwizacyjne/Pozostałe/,30,30
254298,Zestawy lampa i olejki,"Allegro/Dom i Ogród/Wyposażenie/Świeczki, woski, olejki i akcesoria/Lampy i olejki/Zestawy lampa i olejki/",50,50
90898,Pozostałe,"Allegro/Kultura i rozrywka/Książki i Komiksy/Poradniki i albumy/Motywacja, rozwój osobisty/Pozostałe/",6000,14112
122292,Sony PlayStation (PSX),Allegro/Elektronika/Konsole i automaty/Sony PlayStation (PSX)/,592,592
18240,V (1997-2001),Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Mazda/626/V (1997-2001)/,4,4
64525,Szafy,Allegro/Firma/Biuro i Reklama/Meble biurowe/Szafy/,2244,2244
64631,Pozostałe,Allegro/Firma/Biuro i Reklama/Reklama/Akcydensy (poligrafia)/Pozostałe/,3503,3503
113611,Pow. łęczycki,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale na sprzedaż/Łódzkie/Pow. łęczycki/,0,0
12446,Astro,Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Chevrolet/Astro/,0,0
113584,Pow. radzyński,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale na sprzedaż/Lubelskie/Pow. radzyński/,0,0
253405,Nexus 4,Allegro/Elektronika/Telefony i Akcesoria/Smartfony i telefony komórkowe/Nexus/Nexus 4/,17,17
114912,Pow. hajnowski,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki na sprzedaż/Podlaskie/Pow. hajnowski/,2,2
251483,Baterie i akumulatory rowerowe,Allegro/Sport i turystyka/Rowery i akcesoria/Akcesoria/Baterie i akumulatory rowerowe/,6000,30267
259320,"Farby, preparaty","Allegro/Kolekcje i sztuka/Rękodzieło/Scrapbooking/Farby, preparaty/",543,543
119731,Pow. kolbuszowski,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe do wynajęcia/Podkarpackie/Pow. kolbuszowski/,0,0
115470,Pow. rypiński,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy na sprzedaż/Kujawsko-pomorskie/Pow. rypiński/,0,0
121532,Magazyny i placówki handlowe,Allegro/Firma/Przemysł/Wyposażenie pomieszczeń/Magazyny i placówki handlowe/,6000,26559
113977,Pow. wałbrzyski,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe na sprzedaż/Dolnośląskie/Pow. wałbrzyski/,0,0
250949,Obudowy,Allegro/Elektronika/RTV i AGD/Kamery/Kamery sportowe/Akcesoria/Obudowy/,1147,1147
17230,Akcesoria,Allegro/Sport i turystyka/Sporty towarzyskie i rekreacja/Bilard/Akcesoria/,992,992
254098,Do Modecom,Allegro/Elektronika/Komputery/Tablety/Akcesoria/Do Modecom/,345,345
258789,Akcesoria,Allegro/Zdrowie/Urządzenia medyczne/Glukometry i akcesoria/Akcesoria/,1034,1034
63782,Pasy cnoty,Allegro/Zdrowie/Erotyka/BDSM/Pasy cnoty/,992,992
13411,Pozostałe,Allegro/Sport i turystyka/Sporty towarzyskie i rekreacja/Bilard/Pozostałe/,225,225
258862,Rusztowania,Allegro/Dom i Ogród/Budownictwo i Akcesoria/Prace na wysokości/Rusztowania/,384,384
120374,Pow. sieradzki,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale do wynajęcia/Łódzkie/Pow. sieradzki/,0,0
114828,Radom,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki na sprzedaż/Mazowieckie/Radom/,5,5
121119,Bieżanów-Prokocim,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże i miejsca postojowe do wynajęcia/Małopolskie/Kraków/Bieżanów-Prokocim/,0,0
255560,Gąbki do makijażu,Allegro/Uroda/Makijaż/Pędzle i akcesoria/Gąbki do makijażu/,4351,4351
117130,Gdynia,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania do wynajęcia/Pomorskie/Gdynia/,2,2
92,Afryka,Allegro/Kolekcje i sztuka/Kolekcje/Numizmatyka/Afryka/,2324,2324
260470,Osłony zębatki,Allegro/Motoryzacja/Części i akcesoria motocyklowe/Części motocyklowe/Układ napędowy/Osłony zębatki/,1988,1988
18004,Taniec,Allegro/Sport i turystyka/Sporty towarzyskie i rekreacja/Taniec/,6000,7701
122772,Klarnety,Allegro/Kultura i rozrywka/Instrumenty/Instrumenty dęte/Drewniane/Klarnety/,149,149
253829,Katalogi części,Allegro/Motoryzacja/Akcesoria samochodowe/Literatura motoryzacyjna/Motocykle/Katalogi części/,140,140
74000,Wędliny,Allegro/Supermarket/Produkty spożywcze/Przetwory mięsne/Wędliny/,385,385
116309,Pow. legionowski,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania na sprzedaż/Mazowieckie/Pow. legionowski/,0,0
1459,Okrycia wierzchnie,"Allegro/Moda/Odzież, Obuwie, Dodatki/Odzież męska/Okrycia wierzchnie/",6000,97698
86138,Grecja,Allegro/Ogłoszenia i usługi/Nieruchomości/Zagraniczne na sprzedaż/Mieszkania i apartamenty/Grecja/,0,0
82260,Ławy i ławki,Allegro/Dom i Ogród/Ogród/Meble ogrodowe/Ławy i ławki/,3950,3950
90310,Psychologia społeczna,"Allegro/Kultura i rozrywka/Książki i Komiksy/Książki naukowe i popularnonaukowe/Psychologia, socjologia/Psychologia społeczna/",1666,1666
119393,Olszówka Dolna,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Śląskie/Bielsko-Biała/Olszówka Dolna/,0,0
63761,Biżuteria erotyczna,Allegro/Zdrowie/Erotyka/Biżuteria erotyczna/,5552,5552
147126,Przygodowe,Allegro/Kultura i rozrywka/Gry/Gry na konsole/Microsoft Xbox One/Przygodowe/,1722,1722
116513,Pow. śremski,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania na sprzedaż/Wielkopolskie/Pow. śremski/,0,0
116763,Stroszek,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania na sprzedaż/Śląskie/Bytom/Stroszek/,0,0
293,Pozostałe,Allegro/Kultura i rozrywka/Muzyka/Płyty winylowe/Pozostałe/,6000,91058
119117,Pow. kętrzyński,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Warmińsko-mazurskie/Pow. kętrzyński/,0,0
125342,D-Sub,"Allegro/Elektronika/Komputery/Akcesoria (Laptop, PC)/Kable, taśmy, przedłużacze/Kable i przedłużacze/D-Sub/",1349,1349
121415,Dziurkarki,Allegro/Firma/Przemysł/Maszyny i urządzenia/Automatyka przemysłowa/Przemysł włókienniczy i pokrewne/Dziurkarki/,40,40
115580,Pow. nowodworski,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy na sprzedaż/Mazowieckie/Pow. nowodworski/,2,2
260408,"Powieści fantasy, horrory","Allegro/Kultura i rozrywka/Książki i Komiksy/Książki dla młodzieży/Literatura młodzieżowa/Powieści fantasy, horrory/",995,995
76336,Sufitowe,Allegro/Elektronika/RTV i AGD/Sprzęt audio dla domu/Głośniki/Sufitowe/,2617,2617
251347,Oświetlenie,Allegro/Motoryzacja/Części i akcesoria motocyklowe/Części do quadów/Oświetlenie/,1891,1891
115829,Fordon,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy na sprzedaż/Kujawsko-pomorskie/Bydgoszcz/Fordon/,0,0
67116,Navigon,Allegro/Elektronika/RTV i AGD/GPS i akcesoria/Urządzenia/Navigon/,14,14
116426,Siemianowice Śląskie,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania na sprzedaż/Śląskie/Siemianowice Śląskie/,2,2
86358,Koparki,Allegro/Dziecko/Zabawki/Samochody i pojazdy/Koparki/,3776,3776
113448,Niwka,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże na sprzedaż/Śląskie/Sosnowiec/Niwka/,0,0
113768,Bytom,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale na sprzedaż/Śląskie/Bytom/,0,0
145199,D-Max,Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Isuzu/D-Max/,1,1
85210,Wertykulatory i aeratory   ,Allegro/Dom i Ogród/Ogród/Narzędzia ogrodnicze/Wertykulatory i aeratory   /,3385,3385
115994,Kamienny Potok,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy na sprzedaż/Pomorskie/Sopot/Kamienny Potok/,0,0
118259,Szobiszowice,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy do wynajęcia/Śląskie/Gliwice/Szobiszowice/,0,0
115229,Kiełpino Górne,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki na sprzedaż/Pomorskie/Gdańsk/Kiełpino Górne/,0,0
118799,Śląskie,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Śląskie/,1,1
113365,Rumia,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże na sprzedaż/Pomorskie/Pow. wejherowski/Rumia/,0,0
253573,Linki holownicze,Allegro/Motoryzacja/Akcesoria samochodowe/Holowanie/Linki holownicze/,1326,1326
118665,Pow. staszowski,Allegro/Ogłoszenia i usługi/Nieruchomości/Pokoje do wynajęcia/Świętokrzyskie/Pow. staszowski/,0,0
119991,Mokotów,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe do wynajęcia/Mazowieckie/Warszawa/Mokotów/,0,0
115506,Pow. międzyrzecki,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy na sprzedaż/Lubuskie/Pow. międzyrzecki/,0,0
113112,Kalisz,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże na sprzedaż/Wielkopolskie/Kalisz/,0,0
249708,II (1994-2001),Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Land Rover/Range Rover/II (1994-2001)/,2,2
120206,Urbanowice,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe do wynajęcia/Śląskie/Tychy/Urbanowice/,0,0
18269,W126 (1980-1993),Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Mercedes-Benz/Klasa S/W126 (1980-1993)/,8,8
28051,Nawozy,Allegro/Supermarket/Artykuły dla zwierząt/Akwarystyka/Chemia i nawozy/Nawozy/,6000,6249
76005,Skarpetki i kolanówki,"Allegro/Moda/Odzież, Obuwie, Dodatki/Bielizna damska/Skarpetki i kolanówki/",6000,31194
119901,Pow. koszaliński,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe do wynajęcia/Zachodniopomorskie/Pow. koszaliński/,1,1
260156,Ściągaczki,Allegro/Supermarket/Utrzymanie czystości/Sprzątanie/Ściągaczki/,519,519
121102,Pow. koszaliński,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże i miejsca postojowe do wynajęcia/Zachodniopomorskie/Pow. koszaliński/,0,0
113341,Chwarzno,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże na sprzedaż/Pomorskie/Gdynia/Chwarzno/,0,0
113837,Kalisz,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale na sprzedaż/Wielkopolskie/Kalisz/,1,1
115814,Strupice,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy na sprzedaż/Dolnośląskie/Jelenia Góra/Strupice/,0,0
11820,Dla niemowląt,Allegro/Dziecko/Zabawki/Dla niemowląt/,6000,143054
94185,Bob Budowniczy,Allegro/Dziecko/Zabawki/Maskotki/Postacie z bajek/Bob Budowniczy/,59,59
11734,skala 1:43,Allegro/Kolekcje i sztuka/Kolekcje/Modelarstwo/Samochody/skala 1:43/,6000,11164
10285,Białostockie,Allegro/Kolekcje i sztuka/Kolekcje/Pocztówki/Mazowsze/Białostockie/,140,140
256713,Osłony,Allegro/Motoryzacja/Części i akcesoria motocyklowe/Akcesoria do quadów/Osłony/,908,908
259404,Taśmy i łańcuchy ostrzegawcze,Allegro/Firma/Przemysł/Odzież robocza i BHP/Artykuły BHP/Taśmy i łańcuchy ostrzegawcze/,828,828
113399,Lisiniec,Allegro/Ogłoszenia i usługi/Nieruchomości/Garaże na sprzedaż/Śląskie/Częstochowa/Lisiniec/,0,0
113870,Pow. wrzesiński,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale na sprzedaż/Wielkopolskie/Pow. wrzesiński/,0,0
118976,Pow. warszawski zachodni,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Mazowieckie/Pow. warszawski zachodni/,0,0
11890,Moduły sieciowe,Allegro/Elektronika/Komputery/Drukarki i skanery/Części i akcesoria/Akcesoria/Moduły sieciowe/,93,93
118096,Ursus,Allegro/Ogłoszenia i usługi/Nieruchomości/Domy do wynajęcia/Mazowieckie/Warszawa/Ursus/,0,0
3605,Lotnictwo,Allegro/Kolekcje i sztuka/Kolekcje/Modelarstwo/Modele kartonowe/Lotnictwo/,2579,2579
111885,Biokominki,Allegro/Dom i Ogród/Budownictwo i Akcesoria/Kominki i akcesoria/Biokominki/,5784,5784
115011,Pow. szczycieński,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki na sprzedaż/Warmińsko-mazurskie/Pow. szczycieński/,3,3
45696,Zestawy żelowe,Allegro/Uroda/Manicure i pedicure/Akryle i żele/Zestawy żelowe/,753,753
18401,Ignis,Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Suzuki/Ignis/,11,11
91079,Pozostałe,"Allegro/Kultura i rozrywka/Książki i Komiksy/Poradniki i albumy/Sport, forma fizyczna/Pozostałe/",6000,25659
114914,Pow. łomżyński,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki na sprzedaż/Podlaskie/Pow. łomżyński/,0,0
89114,"Geodezja, kartografia","Allegro/Kultura i rozrywka/Książki i Komiksy/Książki naukowe i popularnonaukowe/Geografia, geologia, turystyka/Geodezja, kartografia/",1012,1012
114130,Pow. żuromiński,Allegro/Ogłoszenia i usługi/Nieruchomości/Lokale i obiekty użytkowe na sprzedaż/Mazowieckie/Pow. żuromiński/,0,0
17283,Oświetlenie,Allegro/Dziecko/Pokój dziecięcy/Oświetlenie/,6000,31197
147287,Skarpety,Allegro/Sport i turystyka/Bieganie/Odzież/Skarpety/,5060,5060
258470,Sega Dreamcast,Allegro/Kultura i rozrywka/Gry/Gry na konsole/Retro/Sega Dreamcast/,198,198
17748,Zapachy dla kobiet,Allegro/Uroda/Perfumy i wody/Zapachy dla kobiet/,6000,165412
253965,Ochrona kolan i łokci,Allegro/Sport i turystyka/Militaria/Akcesoria ochronne/Ochrona kolan i łokci/,867,867
116167,Pow. górowski,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania na sprzedaż/Dolnośląskie/Pow. górowski/,0,0
147805,"Sandały, klapki","Allegro/Sport i turystyka/Turystyka/Obuwie/Sandały, klapki/",1340,1340
67308,Cinch-Cinch,"Allegro/Elektronika/RTV i AGD/Elektronika/Kable, przewody/Jack i Cinch/Cinch-Cinch/",4886,4886
3686,Katalogi,Allegro/Kolekcje i sztuka/Kolekcje/Numizmatyka/Literatura/Katalogi/,544,544
117030,Pow. tatrzański,Allegro/Ogłoszenia i usługi/Nieruchomości/Mieszkania do wynajęcia/Małopolskie/Pow. tatrzański/,0,0
114960,Żory,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki na sprzedaż/Śląskie/Żory/,2,2
259657,Kanistry,"Allegro/Motoryzacja/Narzędzia i sprzęt warsztatowy/Obsługa olejów, paliw i smarów/Kanistry/",109,109
115179,Ząbki,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki na sprzedaż/Mazowieckie/Pow. wołomiński/Ząbki/,1,1
18365,IV (2003-2014),Allegro/Ogłoszenia i usługi/Motoryzacja/Samochody/Osobowe/Renault/Espace/IV (2003-2014)/,61,61
10327,Mazury,Allegro/Kolekcje i sztuka/Kolekcje/Pocztówki/Warmia i Mazury (Ostpreussen)/Mazury/,724,724
120421,Pow. nowodworski,Allegro/Ogłoszenia i usługi/Nieruchomości/Magazyny i hale do wynajęcia/Mazowieckie/Pow. nowodworski/,0,0
119107,Elbląg,Allegro/Ogłoszenia i usługi/Nieruchomości/Działki do wynajęcia/Warmińsko-mazurskie/Elbląg/,0,0
