CategoryId,Name,Path,AvailableCount,TotalCount
120797,Pow. lubelski,,0,0
87878,Komplety,,2185,2185
259048,Mechanika,,71,71
20135,"Odtwarzacze CD, MD i kasetowe",,947,947
89094,Biochemia,,620,620
258638,Strategiczne,,46,46
120986,Bytom,,0,0
17217,Ochraniacze,,4599,4599
258681,Nagrzewnice,,6000,50561
121204,Acer,,101,101
119301,Kolonia Gosławicka,,0,0
147305,Ochrona stawów,,237,237
120447,Pow. głubczycki,,0,0
110265,Kamizelki,,6000,8932
115130,Tatary,,0,0
16173,Trance,,5438,5438
121450,Urządzenia zasilające ,,4165,4165
10297,Pomorze Wschodnie,,196,196
18267,W221 (2005-2013),,67,67
122846,Żeberka,,252,252
114011,Pow. biłgorajski,,0,0
119818,Pow. zawierciański,,1,1
63611,Zwiedzanie z przewodnikiem,,0,0
251087,Koła pasowe pomp wody,,1353,1353
259827,Breloki,,190,190
258702,Zestawy zawieszenia (amortyzatory i sprężyny),,999,999
116476,Pow. nidzicki,,0,0
91893,Rosyjska i radziecka,,6000,10595
119657,Pow. myślenicki,,0,0
91069,Albumy religijne,,2204,2204
110920,Łopatki i łyżki kuchenne ,,6000,11457
115710,Pow. tarnogórski,,1,1
62550,Słowacja,,0,0
18971,Cerato,,5,5
249718,I (1995-2000),,0,0
119251,Polesie,,0,0
254183,Pompki spryskiwaczy,,6000,31762
110886,Kubki,,6000,53993
75538,Pozostałe,,203,203
91442,Pozostałe,,6000,126531
50456,Pozostałe,,167,167
82614,Akcesoria,,6000,24089
118881,Gorzów Wielkopolski,,0,0
249705,I (1996-2006),,26,26
117745,Nowy Sącz,,0,0
12745,H (2004-2014),,251,251
18313,Almera Tino,,5,5
26956,Samochody,,534,534
259029,Pasy bezpieczeństwa,,8,8
118698,Pow. kaliski,,0,0
256933,Pozostałe,,2105,2105
113298,Pobitno,,0,0
255911,Emulatory,,306,306
116001,Rumia,,0,0
112788,Jelenia Góra,,0,0
255921,Lubryfikatory LPG,,280,280
20079,Maty,,206,206
68631,Fototapety,,6000,367836
258672,Agregaty chłodnicze,,253,253
4717,Kable i przedłużacze,,6000,48888
117885,Częstochowa,,1,1
26049,Cukiernice,,211,211
121459,Moduły i łączniki półprzewod.,,461,461
257492,Pozostałe,,440,440
10275,Karpaty i Podkarpacie,,3273,3273
26074,Kominkowe,,1699,1699
93129,"Depilacja woskiem, pastą",,6000,11522
28153,Ramki,,84,84
118708,Pow. ostrowski,,0,0
125770,Wytaczarki,,128,128
119941,Skrzetusko,,0,0
116948,Pow. żniński,,0,0
46809,Alcatel,,82,82
256617,Dla dorosłych,,897,897
116398,Pow. chojnicki,,0,0
115525,Pow. łódzki wschodni,,0,0
256152,Wagi,,109,109
114824,Pow. wadowicki,,3,3
114994,Pow. bartoszycki,,3,3
117624,Śląskie,,1,1
112899,Pow. wieluński,,0,0
26244,Lustra,,1643,1643
120672,Białołęka,,1,1
147664,Zgrzewarki,,1561,1561
18274,W209 (2002-),,24,24
93127,Dla mężczyzn,,6000,23934
115726,Pow. staszowski,,0,0
18417,Paseo,,2,2
26171,Rosenthal,,4951,4951
13552,Buty,,648,648
257687,Opony,,6000,1200270
258175,Lodówki turystyczne,,2712,2712
16588,LG,,1864,1864
260403,"Nawilżacze, oczyszczacze powietrza",,1286,1286
122500,Choroby lokomocyjne,,18,18
90280,Alergologia,,431,431
257706,Do quadów,,6000,7363
259588,Narzędzia elektryczne,,6000,18701
114938,Pow. starogardzki,,5,5
120053,Białostoczek,,0,0
67528,Lodówki,,1852,1852
120200,Czułów,,0,0
147327,E83 (2003-2010),,96,96
117982,Pow. śremski,,0,0
90847,Rośliny domowe i ogrodowe,,5490,5490
13839,Pozostałe,,190,190
93158,"Mundury, odznaki i odznaczenia",,449,449
63769,Feromony i afrodyzjaki,,6000,15130
120246,Wielgowo,,0,0
115870,Bałuty,,0,0
98731,Miarki wzrostu,,2551,2551
117717,Pow. zielonogórski,,0,0
132193,Z tylnym hamulcem,,3997,3997
120491,Pow. łomżyński,,0,0
119078,Pow. bieruńsko-lędziński,,0,0
260162,Chemia profesjonalna,,694,694
251529,Mechanizmy korbowe,,4316,4316
116013,Olszówka Dolna,,0,0
12595,Serena,,0,0
113251,Praga Północ,,0,0
252966,Równiarki,,9,9
118567,Pow. leżajski,,0,0
119849,Pow. olecki,,0,0
120300,Pow. aleksandrowski,,0,0
15981,Firanki,,6000,48639
115092,Czyżkówko,,0,0
257550,Opaski na głowę,,505,505
117918,Kielce,,0,0
119295,Zielonka,,0,0
260417,Baterie bidetowe,,1973,1973
18309,III (2000-2006),,18,18
89746,Azja,,1091,1091
251516,Kasety z łańcuchami,,294,294
117251,Pow. wągrowiecki,,0,0
123448,Wisiorki,,6000,65757
26101,Książki do 1950,,6000,37091
259084,Mi Max 3,,38,38
26991,Opaski do włosów,,6000,16691
63049,Zasilacze,,1266,1266
114629,Urbanowice,,0,0
17221,Pasy,,2406,2406
253900,Magazynki,,692,692
256064,Boxer,,15,15
253366,Zestawy chemii domowej,,603,603
18842,Zestawy montażowe i naprawcze,,6000,75410
16205,Muzyka alternatywna,,728,728
113635,Pow. gorlicki,,0,0
119959,Wrzosy,,0,0
114814,Pow. miechowski,,0,0
46177,II (1999-2004),,7,7
121385,Szlifierki  i cykliniarki,,2308,2308
252230,Części do maszyn przemysłowych,,1305,1305
113494,Zdroje,,0,0
115748,Pow. węgorzewski,,0,0
113187,Bartodzieje Wielkie,,0,0
148337,Odzież,,426,426
260505,skala 1:500,,95,95
120784,Pow. żniński,,0,0
28267,Półprzewodniki,,466,466
67284,Gniazda i wtyki,,6000,17400
260538,Pendrive,,3835,3835
114212,Jastrzębie-Zdrój,,0,0
253964,Hełmy,,1194,1194
254181,Mechanizmy wycieraczek,,6000,51221
86320,Koszykówka,,532,532
118728,Pow. drawski,,0,0
3712,po 1945,,45,45
18342,A (1999-2005),,43,43
51006,Sony Ericsson,,108,108
115943,Zwięczyca,,0,0
119767,Sopot,,0,0
18355,Vibe,,1,1
120542,Pow. częstochowski,,0,0
118701,Pow. koniński,,0,0
91446,"Powieści przygodowe, podróżnicze",,6000,50468
116709,Suchanino,,1,1
26027,Lampki,,2221,2221
148165,Oczka,,1232,1232
4744,Procesor,,9,9
249642,II (2008-),,15,15
4721,Audio,,2514,2514
116583,Rubinkowo,,0,0
47944,"Odzież, obuwie, dodatki",,713,713
117576,Jeżyce,,0,0
117406,Staromieście,,0,0
249671,III (2006-),,19,19
116790,Stare Gliwice,,0,0
120777,Pow. rypiński,,0,0
118143,Staroniwa,,0,0
114112,Pow. piaseczyński,,0,0
122839,Skrzypce,,900,900
253597,Prostowniki,,6000,7435
118443,Pow. gorzowski,,0,0
115535,Pow. tomaszowski,,1,1
253869,Z51 (2008-),,6,6
117317,Na Skarpie,,0,0
116826,Środula,,0,0
93638,Elmo,,144,144
111717,Pozostałe,,0,0
12406,Lexus,,86,86
63835,Potencja i libido,,6000,15528
259968,Topazy,,259,259
114452,Nowa Wieś Królewska,,0,0
115783,Pow. złotowski,,0,0
86380,Samoloty i pokrewne,,6000,10361
252383,Osuszacze,,139,139
112859,Pow. radzyński,,0,0
4978,Nokia,,6000,7438
114003,Pow. wąbrzeski,,0,0
115852,Wrzosy,,0,0
250404,Jarzma,,5403,5403
98573,Pozostałe,,236,236
116240,Pow. krośnieński,,0,0
256176,Balustrady,,6000,6809
112267,Wspinaczka,,6000,10629
18216,Mark,,1,1
115840,Bydgoskie Przedmieście,,0,0
63104,Fujitsu,,105,105
259464,Pozostały sprzęt medyczny,,6000,6298
114414,Ochota,,0,0
257659,Moto C,,77,77
57988,308,,152,152
17919,Karty maximum,,17,17
118624,Jaworzno,,0,0
3571,Otwieracze do butelek,,873,873
116691,Starosielce,,0,0
114147,Tarnobrzeg,,0,0
145194,H2,,0,0
112816,Pow. zgorzelecki,,0,0
113682,Pow. sochaczewski,,0,0
258632,Zręcznościowe,,68,68
119231,Stawki,,0,0
118342,Świerczewo,,0,0
90837,"Kredyty, oszczędzanie",,111,111
114592,Dąb,,0,0
250148,Kulinaria,,196,196
118511,Pow. grodziski,,0,0
118094,Śródmieście,,0,0
115072,Goduszyn,,0,0
118948,Pow. garwoliński,,0,0
91927,Polskie,,6000,24945
147591,Opaski kompresyjne,,1566,1566
117004,Pow. sieradzki,,0,0
256714,Kufry,,390,390
20274,Fotele i krzesła,,6000,10285
113231,Wieniawka,,0,0
115127,Rudnik ,,0,0
259640,Prostowniki,,3915,3915
114222,Tychy,,1,1
260305,Zenfone Max Pro M1,,1,1
18909,Pozostałe,,2620,2620
115549,Pow. limanowski,,0,0
67139,Splittery,,341,341
110943,Wagi i miarki kuchenne,,2754,2754
253193,Pasty do rąk,,2230,2230
26179,Cukiernice i bomboniery,,1127,1127
121727,"Torby, pojemniki, krzesełka",,6000,19597
83725,II (1999-2003),,18,18
260059,Dywaniki pikowane,,579,579
74016,Słodycze i przekąski,,6000,24119
20078,Gramofony,,3713,3713
14182,Fabryczne,,1906,1906
86287,Pozostałe,,929,929
118586,Pow. grajewski,,0,0
119625,Pow. bełchatowski,,0,0
93556,Umundurowanie,,646,646
115274,Leszczyny,,0,0
258711,Schody strychowe,,735,735
116035,Lisiniec,,0,0
98847,Sprzęt bagażowy,,6000,26997
122482,Pozostałe,,10,10
10479,Żużel,,914,914
114339,Maciejowa,,0,0
122810,Statywy,,513,513
259915,I (2010-2018),,98,98
252643,"Łyżki, dźwignie, łomy",,2098,2098
83706,Kusze i groty,,84,84
27962,Akcesoria kominkowe,,6000,12371
118062,Czuby,,0,0
116319,Pow. piaseczyński,,3,3
114770,Pow. międzyrzecki,,1,1
119500,Centrum,,0,0
20768,"Koncerty, teledyski",,600,600
120087,Kamienna Góra,,0,0
120556,Pow. buski,,0,0
258521,Logiczne,,6,6
88320,Kostiumy uniseks,,6000,16004
119931,Bielawy,,0,0
148202,"Elektronika, sprzęt pomiarowy",,3677,3677
9242,"PS/2, DIN",,149,149
121213,Lark,,126,126
257336,Dyski - uszkodzone,,3010,3010
119808,Pow. gliwicki,,1,1
258949,Spodenki,,212,212
258965,Q7,,100,100
256104,Boczki bagażnika,,6000,21186
115108,Koniuchy,,0,0
113901,Bronowice,,0,0
14204,Termometry,,3494,3494
257407,Anteny,,6000,17530
64496,Wizytowniki i skorowidze,,1692,1692
132196,Pozostałe,,1751,1751
116961,Pow. lubelski,,0,0
260166,Odkurzacze przemysłowe,,1284,1284
111812,"KOSS, WOS",,4887,4887
120259,Podlaskie,,2,2
118219,Stare Bielsko,,0,0
99876,"Esencje, zaprawki",,4428,4428
12542,Pozostałe,,1,1
17255,"Etykiety, naklejki",,6000,6620
114079,Pow. myślenicki,,0,0
10244,Legnickie (Liegnitz),,341,341
82451,Sony PSP,,3803,3803
90839,Inwestowanie,,727,727
259928,Szlifierki kątowe,,777,777
257653,K6,,5,5
89152,Inżynieria chemiczna,,811,811
90088,Pozostałe,,9,9
115919,Groszowice,,0,0
76700,Dodatki i ozdoby,,6000,48461
254557,Pozostałe,,6000,13421
28149,Urządzenia,,135,135
112967,Opole,,0,0
115941,Zalesie,,0,0
119220,Bydgoskie Przedmieście,,0,0
117697,Pow. opolski,,0,0
250282,Elementy mocujące,,6000,23113
89141,"Media, dziennikarstwo",,2681,2681
53793,Całostki 1944 - 1960,,604,604
13526,Walki wschodu,,6000,14416
113640,Pow. nowosądecki,,0,0
121118,Bieńczyce,,0,0
116765,Szombierki,,0,0
93087,Literatura podróżnicza,,6000,20839
18519,A1 (1980-1984),,0,0
257712,Stalowe,,6000,46455
4078,Obuwie,,6000,37493
121410,Spawalnictwo,,6000,17638
110214,Części i podzespoły,,830,830
117417,Bojary,,0,0
116740,Aleksandrowice,,0,0
66930,Części zamienne,,1304,1304
253327,Camu Camu,,15,15
64595,Korkowe,,1555,1555
118537,Pow. węgrowski,,0,0
113921,Mokotów,,0,0
117424,Słoboda,,0,0
117382,Marki,,0,0
256382,Malarstwo,,6000,15087
257464,Skrobaki,,247,247
115128,Sławinek,,0,0
118703,Pow. krotoszyński,,0,0
255463,V8,,0,0
113850,Pow. koniński,,0,0
67136,Kable Null Modem,,44,44
111863,Miski i kompakty WC,,3759,3759
113348,Obłuże,,0,0
83928,Grand Espace,,46,46
250752,II (2013-),,8,8
92877,"Humor, satyra",,371,371
116634,Żoliborz,,0,0
115623,Pow. jarosławski,,0,0
120928,Pow. brzozowski,,0,0
48941,Pozostałe,,6000,10078
18084,Seria 6,,29,29
118120,Zielonka,,0,0
28270,Moduły i płytki,,92,92
14742,Torby i wózki,,336,336
93835,Winiarstwo,,6000,7105
89528,T-shirty,,6000,89116
118841,Pow. chełmiński,,0,0
119914,Goduszyn,,0,0
120286,Pow. strzeliński,,0,0
147562,Materace gimnastyczne,,915,915
258858,Zenfone 3 Max,,55,55
93698,Pozostałe,,6000,15368
114075,Pow. gorlicki,,0,0
113402,Ostatni Grosz,,0,0
90302,Psychoterapia,,4501,4501
253868,Z50 (2003-2008),,9,9
122614,"Tampony, podpaski",,2789,2789
119890,Koszalin,,2,2
113175,Paulinów,,0,0
45725,Wyścigi,,3767,3767
116799,Dąb,,0,0
12201,Kapsle,,3887,3887
118533,Pow. sochaczewski,,0,0
112985,Pow. dębicki,,0,0
11706,USB,,6000,7869
125442,Microsoft,,226,226
259468,Dla dzieci,,61,61
119154,Pow. słupecki,,0,0
26233,Komody,,3157,3157
257530,Akcesoria do silników,,1017,1017
112835,Pow. świecki,,0,0
47959,Akcesoria,,544,544
4564,Urządzenia wskazujące,,6000,84140
147267,Akcesoria,,6000,71573
120276,Pow. kamiennogórski,,0,0
122324,Flipery,,70,70
13836,Pozostałe,,107,107
123656,Do Sony,,577,577
18120,Pozostałe,,0,0
121618,Gwintowniki i narzynki ,,6000,23920
93069,"Przedłużanie rzęs, sztuczne rzęsy",,6000,21372
255526,P9,,221,221
90304,Psychologia kliniczna,,329,329
119448,Ligota,,0,0
116484,Kalisz,,0,0
255139,Odblaski,,6000,7305
88999,Dla mężczyzn,,6000,7893
260587,RX 17 Pro,,3,3
4443,Testery sieci,,831,831
148169,Pompy,,4373,4373
118591,Pow. sejneński,,0,0
114424,Wilanów,,0,0
113199,Szwederowo,,0,0
99833,Pozostałe,,0,0
257225,Chaos Daemons,,87,87
17279,Dywany i firanki,,6000,16054
76328,DAC,,1176,1176
9060,Serwery i akcesoria,,6000,54127
259330,Pozostałe,,1178,1178
120462,Pow. brzozowski,,0,0
116085,Niwka,,0,0
74192,"Zaproszenia ślubne, zawiadomienia",,6000,12120
121546,Kojce i wygrodzenia ,,429,429
119666,Pow. wadowicki,,1,1
252723,G4c,,42,42
93652,Tygrysy,,342,342
148219,"Fałowe, szotowe",,339,339
3,Motoryzacja,,6000,62814
116037,Mirów,,0,0
118207,Wejherowo,,0,0
115603,Pow. żyrardowski,,0,0
120859,Pow. nowosądecki,,0,0
113890,Pow. szczecinecki,,0,0
115662,Pow. bytowski,,0,0
12508,Explorer,,3,3
115777,Pow. średzki,,0,0
98721,Pozostałe,,850,850
116335,Pow. wyszkowski,,1,1
115608,Pow. kluczborski,,0,0
118416,Pow. żniński,,0,0
27974,Elementy kominków i pieców,,3013,3013
66785,"Kolorowanki, malowanki i wycinanki",,6000,153513
67115,NavRoad,,134,134
50823,Blok silnika,,6000,141356
115857,Czuby,,0,0
82283,Domki,,4308,4308
19009,Manetki,,6000,23810
258529,Torby na bak,,1027,1027
120477,Pow. rzeszowski,,1,1
251975,Plus,,2402,2402
148774,XPERIA E1,,59,59
259983,Czynniki klimatyzacji,,10,10
85272,W212 (2009-2016),,111,111
253767,"Diody, neony, stroboskopy",,2659,2659
18344,II (1996-2006),,2,2
249982,C7 (2011-),,4,4
253561,Czujniki cofania,,6000,19778
121218,Prestigio,,81,81
113527,Pow. lubiński,,0,0
256966,Redmi Note 4,,86,86
116842,Grunwald,,0,0
260325,Wkłady do maszynek,,205,205
260496,"Na odciski, zrogowacenia, modzele, kurzajki, brodawki",,155,155
254426,W213 (2016-),,57,57
62549,Stany Zjednoczone,,0,0
115647,Pow. grajewski,,0,0
249972,I (1997-2006),,5,5
76361,Modulatory,,110,110
117851,Pow. grajewski,,0,0
132153,CR2032,,1526,1526
259045,Car audio,,3,3
122233,Konsole i automaty,,6000,37963
93164,Broń palna,,1199,1199
63811,Wielofunkcyjne,,6000,40955
98717,Fantasy,,587,587
117894,Rybnik,,0,0
116714,Chylonia,,0,0
121360,Piece konwekcyjno parowe,,3096,3096
260487,Półki zawieszenia,,3343,3343
115584,Pow. piaseczyński,,3,3
92903,Pozostałe,,2459,2459
90173,Akwarystyka morska,,6000,12090
115080,Pozostałe,,0,0
259632,Testery i próbniki,,2838,2838
111883,Wkłady kominkowe ,,6000,8526
256643,Tachografy,,1773,1773
5169,200 mm,,657,657
113414,Ligota Zabrska,,0,0
255958,Kremy koloryzujące,,1720,1720
118249,Zawodzie,,0,0
257791,Podwiązki,,729,729
383,Bony i notgeldy,,844,844
67353,Stacje lutownicze,,1993,1993
260436,Układ korbowo-tłokowy,,6000,85679
26057,Szkło do 1900,,436,436
117631,Wałbrzych,,0,0
253799,Breloczki,,6000,14209
117014,Pow. bocheński,,0,0
148248,"Rolery, sztagi",,76,76
12650,Thalia,,18,18
119118,Pow. lidzbarski,,0,0
120045,Szajerówka,,0,0
118049,Mokre,,0,0
17999,Kufle,,3369,3369
252302,Kurtki,,620,620
250759,B8 (2014-),,247,247
121524,"Uchwyty, kątowniki ",,1528,1528
1057,"Weksle, czeki",,67,67
253884,"Celowniki, lunety",,2361,2361
19963,Zestawy ochronne,,646,646
258404,Neffos C7,,20,20
50773,Rozruszniki,,6000,99128
85033,J (2009-),,326,326
93883,Motyle,,1156,1156
257289,DVD,,2965,2965
147667,Pozostałe,,6000,56140
28128,Poszwy na kołdry,,1367,1367
257042,Palmtopy,,538,538
115773,Pow. poznański,,3,3
112630,Akcesoria,,830,830
67256,Pozostałe,,2935,2935
252695,Torx,,1540,1540
112212,C216 (2006-2013),,7,7
259848,Koraliki naturalne,,4953,4953
120415,Pow. legionowski,,0,0
82383,Platformówki,,163,163
116206,Pow. sępoleński,,0,0
122837,Altówki,,55,55
119606,Pow. włodawski,,0,0
114953,Ruda Śląska,,1,1
112874,Pow. świebodziński,,0,0
121480,Tarcze,,2220,2220
114357,Fordon,,0,0
121808,Obuwie,,3405,3405
18962,Łożyska i piasty kół,,6000,182959
252215,Układ hamulcowy,,4603,4603
12708,Lupo,,12,12
122557,Likwidacja barier,,6000,7262
258264,Preparaty,,6000,17558
18168,Mk3 (2000-2006),,77,77
146815,C219 (2004-2010),,23,23
73999,Szynki i polędwice,,247,247
114896,Pow. niżański,,0,0
260030,Chłodzenie wodne,,3057,3057
147127,Sportowe,,1502,1502
112905,Tarnów,,0,0
46159,Deski podłogowe,,2914,2914
254520,Progi,,6000,103827
19038,Silniki,,6000,15169
122272,Pozostałe,,264,264
116823,Pogoń,,0,0
112797,Pow. jeleniogórski,,0,0
112820,Toruń,,0,0
258654,Logiczne,,9,9
253197,Smary,,6000,11328
251503,"Klocki, okładziny",,6000,6629
87894,Dresowe,,6000,20605
257221,Volt,,1,1
90927,Zwierzęta egzotyczne,,650,650
118562,Pow. jarosławski,,0,0
113659,Pow. grodziski,,0,0
257540,Kona,,16,16
259452,Czasopisma od 1951 do 1989,,153,153
116781,Zawodzie,,0,0
91861,Dramat polski,,6000,8301
121493,Płytki wieloostrzowe ,,6000,9683
26019,Przedmioty kuchenne,,1455,1455
86395,Rolki,,6000,6750
117555,Ostrowy Górnicze,,0,0
117515,Pozostałe,,1,1
117528,Żerniki,,0,0
256078,Gniazda ssące,,328,328
249728,III (2012-),,43,43
255107,Drabinki,,282,282
114233,Pow. mikołowski,,1,1
255625,Sprężyny,,6000,19302
258624,Symulacje,,21,21
253958,Ochrona słuchu,,672,672
121355,Szatkownice,,1637,1637
122261,Nintendo GameCube,,103,103
260603,Tarraco,,6,6
91461,Po niemiecku,,6000,90775
13638,Tenis i pokrewne,,6000,25151
118339,Skolwin,,0,0
64608,"Przypinki, znaczki",,1280,1280
253023,S50,,7,7
254680,1923 - 1939,,4577,4577
257979,Wentylatory,,929,929
258580,Symulacje,,37,37
124063,Szaliki,,763,763
145223,Pozostałe,,2,2
26946,Akcesoria,,1389,1389
257898,Pozostałe,,425,425
115663,Pow. chojnicki,,0,0
113718,Pow. łańcucki,,0,0
77842,"12"" i mniejsze",,2057,2057
118160,Starosielce,,0,0
82706,Pozostałe,,1089,1089
147675,Szczotki,,6000,9502
259016,Regeneracja części,,486,486
82595,Akcesoria dla mamy i dziecka,,6000,88388
118695,Pow. gostyński,,0,0
90872,Systemy operacyjne,,251,251
63491,Uniwersalne,,2487,2487
120262,Świętokrzyskie,,2,2
259554,Analizatory spalin,,64,64
19535,Magnetyczne,,5390,5390
49277,Retona,,0,0
147422,S-Line,,5,5
64493,Przyborniki,,4815,4815
125746,Szczypce,,1243,1243
118020,Pozostałe,,0,0
4475,Dyski i pamięci przenośne,,6000,80553
118448,Pow. strzelecko-drezdenecki,,0,0
18306,VII (2003-2008),,3,3
93585,Książeczki,,4943,4943
113253,Śródmieście,,0,0
115352,Pogoń,,0,0
12620,206,,45,45
63276,Swissvoice,,14,14
253537,Zestawy,,518,518
256028,Gałki i mieszki,,6000,39651
20163,Panele,,326,326
117853,Pow. kolneński,,0,0
12083,Umundurowanie i Wyposażenie,,6000,47093
112912,Pow. limanowski,,0,0
251505,Przewody hydrauliczne,,446,446
117051,Pow. nowodworski,,0,0
12557,Sephia,,0,0
255922,Końcówki wtryskiwaczy,,1718,1718
119168,Pow. drawski,,0,0
122815,Bongosy,,115,115
255997,Akcesoria,,979,979
63808,Klasyczne,,6000,32011
118421,Pow. bialski,,0,0
118983,Opole,,0,0
79207,Sztuka i architektura,,6000,36019
67163,Pozostałe,,1540,1540
212,Dance,,1504,1504
76470,City,,6,6
121063,Pow. gostyński,,0,0
4587,Skanery,,1630,1630
105344,Wagi łazienkowe,,1475,1475
250380,XPERIA E3,,14,14
251203,Galaxy A5,,703,703
3633,1944 - 1950,,5160,5160
126054,Repliki broni palnej,,1353,1353
13399,"Spodenki, podspodenki",,6000,13595
15941,Pozostałe,,6,6
119074,Zabrze,,0,0
53649,Komunikacja miejska,,453,453
122381,Procesory dźwięku,,916,916
18690,Chłodnice,,6000,221694
258114,Pozostałe,,3,3
115393,Niebuszewo,,0,0
115508,Pow. słubicki,,0,0
113046,Gliwice,,1,1
118860,Zamość,,0,0
120653,Bieżanów-Prokocim,,0,0
120375,Pow. skierniewicki,,0,0
251966,Heyah,,14,14
115503,Zielona Góra,,1,1
115095,Kapuściska,,0,0
45738,Turowe,,2636,2636
113969,Pow. milicki,,0,0
260077,"Krystalizatory, parownice, tygle, moździerze",,92,92
121362,Urządzenia do kebabu,,1392,1392
259006,Zawieszki ozdobne,,6000,9248
76460,TL,,1,1
113959,Pow. głogowski,,0,0
113378,Olszówka Górna,,0,0
12676,Felicia,,12,12
116217,Pow. bialski,,0,0
93867,Autografy,,1448,1448
122406,Video dla studia,,304,304
113315,Dziesięciny,,0,0
18553,Części do innych pojazdów,,6000,69162
85154,Podkłady,,4393,4393
118682,Pow. olecki,,0,0
77952,Adaptery PoE,,117,117
256018,Lewarki i wybieraki,,6000,33349
257531,Akcesoria do pontonów i łodzi,,1462,1462
93568,Miecze Świetlne,,988,988
115812,Paulinów,,0,0
89289,Starożytność (do 476),,6000,6669
120660,Mistrzejowice,,0,0
252275,Pozostałe,,4991,4991
13585,Pozostałe,,5465,5465
26245,Skrzynie i kufry,,547,547
119817,Pow. wodzisławski,,0,0
259516,Pozostałe,,627,627
253377,Opał,,1870,1870
116466,Pow. braniewski,,0,0
117671,Pow. mogileński,,0,0
3668,1933 - 1945,,1285,1285
49243,Sirion,,6,6
120030,Nowa Wieś Królewska,,0,0
117050,Pow. mławski,,0,0
118855,Pow. włocławski,,0,0
118485,Pow. dąbrowski,,0,0
113214,Stare Miasto,,0,0
115765,Pow. leszczyński,,0,0
27696,Żelaza,,306,306
260453,Korbowody,,5679,5679
259431,Urządzenia,,6000,7675
100123,Wojenne,,4232,4232
114446,Bierkowice,,0,0
115688,Piekary Śląskie,,0,0
252669,6-kątne,,6000,11753
121581,Sztućce,,469,469
120899,Pow. siedlecki,,0,0
115556,Pow. proszowicki,,0,0
248942,Bule,,173,173
93157,Oddziały i formacje wojskowe,,2826,2826
119714,Pow. kluczborski,,0,0
100134,"Regały, półki, stojaki",,34,34
258185,"Kosze, plecaki piknikowe",,882,882
251310,III (2014-),,6,6
249796,II (2013-),,0,0
101358,Lady,,298,298
253936,Łuki,,1150,1150
116927,Grudziądz,,0,0
119605,Pow. tomaszowski,,0,0
121034,Pow. włoszczowski,,0,0
117456,Pogórze,,0,0
114576,Bojków,,0,0
4691,"Przejściówki, śledzie",,6000,35565
249736,D (2011-),,21,21
260047,Pozostałe,,13,13
50693,Pozostałe,,1944,1944
260586,Find X,,2,2
83633,214,,0,0
259746,Klocki szlifierskie,,678,678
49272,Compass,,15,15
119166,Pow. białogardzki,,0,0
255460,CL,,1,1
20257,Dywany pokojowe,,6000,116404
14455,8800,,71,71
20051,Sony,,1766,1766
117062,Pow. radomski,,0,0
88299,Pamiątki,,6000,17313
251539,wpuszczane,,834,834
93611,Indonezja,,70,70
122602,"Nożyczki, szczypce",,3985,3985
118704,Pow. leszczyński,,0,0
113575,Pow. krasnostawski,,0,0
10855,Bluetooth,,791,791
113586,Pow. świdnicki,,0,0
256697,Uszczelki,,6000,21772
252288,Wiadra,,131,131
116886,Mazowieckie,,22,22
115016,Poznań,,0,0
82658,Gondole,,782,782
117588,Bukowe-Klęskowo,,0,0
99601,Francja,,0,0
66809,Kalendarze książkowe,,6000,12806
18987,Francuskie,,29,29
20763,Kubki,,1019,1019
114913,Pow. kolneński,,0,0
251512,"Kasety, łańcuchy, wolnobiegi",,6000,9752
257462,Czyściki,,894,894
114149,Pow. brzozowski,,0,0
114018,Pow. lubelski,,0,0
117238,Pow. nowotomyski,,0,0
251305,II (2014-),,50,50
121019,Pow. zawierciański,,0,0
118365,Legnica,,0,0
251906,Kawa zielona,,531,531
67285,Przejściówki,,6000,9614
82290,Systemy nawadniające,,6000,8207
205,"Rap, Hip-Hop",,1057,1057
109960,Sportowe,,66,66
260550,Szczoteczki,,523,523
82484,Strzelaniny,,2459,2459
115863,Sławinek,,1,1
258627,Pozostałe,,271,271
119308,Zakrzów,,0,0
27694,Puttery,,154,154
119009,Pow. łańcucki,,0,0
5062,Pozostałe,,565,565
253905,Pistolety,,3685,3685
124059,Gadżety,,6000,6615
118389,Pow. wołowski,,0,0
122574,Układ pokarmowy,,6000,9441
93874,Magnesy,,2970,2970
113389,Rozbark,,0,0
257469,Piaski i żwiry,,1981,1981
11716,Stołowe,,5134,5134
259785,Pompy ręczne,,917,917
252271,Układ zawieszenia,,385,385
116302,Pow. białobrzeski,,0,0
120498,Pow. zambrowski,,0,0
113733,Pow. białostocki,,0,0
254421,IV (2015-),,5,5
114354,Błonie,,0,0
256022,XPERIA XA,,173,173
252202,Do innych maszyn,,6000,101779
259880,"Myjki ultradźwiękowe, dezynfektory",,617,617
3648,Klasery,,1165,1165
116329,Pow. sochaczewski,,0,0
91,Azja,,3524,3524
118087,Białołęka,,0,0
253253,Czyszczenie felg,,5484,5484
256134,Obuwie,,82,82
68619,Pozostałe,,6000,10271
114395,Węglin,,0,0
91269,Gramatyka,,3181,3181
121498,Wiertła,,6000,31560
117390,Gosławice,,0,0
147656,Spawarki,,6000,12947
251265,S1,,1,1
115934,Pobitno,,0,0
115030,Pow. międzychodzki,,0,0
119511,Wielgowo,,0,0
6102,Pozostałe,,6000,16338
4446,Pozostałe,,6000,7439
